info-network_id,info-layer_i,info-layer_j,info-layer_distance,r2_y_given_hip1,r2_y_given_hip1_hi,delta_r2_y_hi_given_hip1,r2_residual_y_given_hi_after_hip1,cmi_proxy_hi_y_given_hip1,varfrac_yhat_from_hip1,varfrac_yhat_from_hip1_hi,varfrac_increment_hi_given_hip1,nonlin_mse_rev,nonlin_prop_perfect_perdim_avg,cka,trustworthiness,dec_lin_i,dec_lin_j,dec_lin_diff,dec_lin_ratio,cond_gain_R2,grad_norm_i,grad_norm_j,grad_norm_diff,grad_norm_rel_diff,grad_norm_log_ratio,y_nonlin_asym,label-starts_skip,label-skip_start_count,label-recieved_skips,label-num_recieved_skips,label-not_in_skip_range,split
f9dc5598-86d2-4179-8a7a-6523357846f3,4,3,-1,0.12624556822883828,0.10343466452793797,-0.08288595123739932,-0.5096046773659351,-0.4849896205984218,0.10705016460821114,0.05714296733418086,-0.11077456311735272,-0.564246558546136,-0.2681474916062085,0.3876446616937892,0.4031260680437942,0.20041204813804225,0.20622548136951835,-0.019571669682721848,-0.0022860335906090376,-0.07377823248009129,-0.5191351622115312,-0.49539221007040124,-0.3836877585611972,-0.31228545681110464,-0.3428187654988402,0.033582158695362525,0,0,0,0,0,train
f9dc5598-86d2-4179-8a7a-6523357846f3,5,4,-1,0.09445030822397547,0.1316923025050576,0.001757755006072544,1.141850565769179,-0.4576227004281542,0.09313447583596586,0.08311207586480542,-0.06115802897922063,-1.2334746931394245,0.18447915163846934,0.38226390461829146,0.30143096566755717,0.19979812367237243,0.20651032753408244,-0.02339954349744272,-0.0022860452398899365,-0.08029095196254034,-0.5148889213821622,-0.3170548583491352,-0.7293260943691846,-1.2880090003495543,-1.1509602659089433,0.03358215523306782,0,0,1,1,0,train
f9dc5598-86d2-4179-8a7a-6523357846f3,6,5,-1,0.16048328286069613,0.1294232915165015,-0.10778670144464114,-1.2770191872194594,-0.509479946366205,0.12897412194089494,0.08107661942230718,-0.12056423317905746,-1.3835506640242534,-0.019124490813214486,0.3816068661392889,0.3726175373309258,0.1993412197199347,0.20589272925909574,-0.022729528281666612,-0.0022860432015569215,-0.07876606602256025,-0.45935449749128676,-0.31240018198281977,-0.4640611968318196,-0.9682898165524602,-0.889363065512629,0.03358215845590868,1,1,1,1,0,train
f9dc5598-86d2-4179-8a7a-6523357846f3,7,6,-1,0.14790810951998593,0.1453763680229486,-0.06870048239701264,-0.5374738224448404,-0.5368260730400184,0.120456446286662,0.0864240674336849,-0.10131704257559868,-0.38908223982649726,-0.04418346001555744,0.3885880672491799,0.453973619231915,0.2025186327694575,0.20543309112991276,-0.007221696596848736,-0.002285995998843775,-0.062854341974386,-0.2542546473095844,-0.25152403746131075,-0.2987597192947125,-0.06098789097851437,-0.12649929342617094,0.03358215743696104,0,0,0,0,0,train
f9dc5598-86d2-4179-8a7a-6523357846f3,8,7,-1,0.16732388981043933,0.1459858766180686,-0.09941093988229864,0.5762661460060872,-0.40003645069088073,0.1291662133986981,0.08828084579933035,-0.11327442529382376,-0.3329688074180976,0.9498203268401386,0.38263658326676847,0.4234650885190421,0.20270396845720687,0.20862951826067466,-0.019989056210582373,-0.002286034861942749,-0.0778014939221245,-0.12409848856150825,-0.026696133501500074,-0.3031261118874125,-0.5088450410332443,-0.5087522549493119,0.03358215731511211,1,1,1,1,0,train
f9dc5598-86d2-4179-8a7a-6523357846f3,9,8,-1,0.17296060938825594,0.14597904739011208,-0.10854248462056339,-1.2806258161135993,-0.5329725564615886,0.13401713059258755,0.08830110826165387,-0.12100321441595135,-0.5625592452134849,0.26592058372534405,0.3747260273225246,0.17939684281607005,0.202761242332935,0.20881596302293481,-0.020535503046399773,-0.002286036524280902,-0.07835289030003154,-0.022093585706284995,0.11597942834247915,-0.2986948304984176,-0.6809895249252496,-0.6523387360765351,0.033582157301517146,0,0,0,0,0,train
f9dc5598-86d2-4179-8a7a-6523357846f3,10,9,-1,0.1723376100589565,0.1453763680229486,-0.10824177513412217,-1.0586301554189788,-0.5084053694496702,0.13385908065895205,0.08806716892391878,-0.12099738723139082,0.259370622209905,-0.06193348540742897,0.38872589813174047,-0.1968750359760164,0.20272649189148198,0.20887357963349437,-0.020928175898268557,-0.0022860377187612743,-0.07877349724059134,0.09342245979922101,0.22779593372874168,-0.2587725826757504,-0.5981604160864098,-0.5834246728267112,0.0335821568444363,0,0,0,0,0,train
f9dc5598-86d2-4179-8a7a-6523357846f3,11,10,-1,0.17195489277714035,0.1458134386121663,-0.10710910273519361,-0.015895423431341746,0.002895601114663873,0.1332840220542629,0.08808743138624228,-0.1200572681222906,0.16013303500695603,-0.017036274496934466,0.38865965901827687,0.08787125067745809,0.20267211388587494,0.2088386212405706,-0.02101192780024057,-0.0022860379735309346,-0.07851489085310934,0.3329904858658691,0.3544231855854376,-0.13954611707697112,0.13844543829655728,0.04930686261285966,0.03358215609034685,0,0,1,1,0,train
f9dc5598-86d2-4179-8a7a-6523357846f3,12,11,-1,0.17118202680997763,0.14620782652665576,-0.10539505866247872,0.42082201654637363,1.2505671165628092,0.13110901181369441,0.08854978393562424,-0.1160947826211244,-0.07886356128768755,0.14584671414580913,0.3866985798105818,-0.1155189540750137,0.20277218228672575,0.20878391782942135,-0.02035289644046079,-0.0022860359687958743,-0.07826668817087086,0.2868356239682311,0.6170346751045019,3.5383792971413306,-1.602405998207463,-1.4080328815338807,0.03358215705502194,0,0,1,1,0,train
f9dc5598-86d2-4179-8a7a-6523357846f3,13,12,-1,0.17315011017828144,0.14623514343848185,-0.10854849881029222,1.073336562045785,0.4486190423937516,0.13430040470441115,0.08856820435591833,-0.12117414516306048,-0.45480260693510044,-0.12144833500087784,0.38078590258151274,0.1488883121032039,0.2027834440038633,0.2088845850534889,-0.020731839472334163,-0.002286037121525323,-0.0786976988166742,0.5571854680571466,0.5664402897414343,-0.07451272851025531,0.3124517771475593,0.20631061936667625,0.033582155906668486,0,0,0,0,1,train
